Year,Film,FilmId,NomineeIds
2019,The Cave,tt7178226,nm5926047|nm3450798|nm1410710
2019,The Edge of Democracy,tt6016744,nm3525467|nm3319085|nm3312530|nm6682792
2019,For Sama,tt9617456,nm10408302|nm3117666
2019,Honeyland,tt8991268,nm10118100|nm9393813|nm1389493
2019,In the Absence,tt9464764,nm3508453|nm4351697
2019,Learning to Skateboard in a Warzone (If You're a Girl),tt10397932,nm0246009|nm5073726
2019,Life Overtakes Me,tt9204606,nm0361635|nm0760552
2019,St. Louis Superman,tt10009148,nm0612731|nm3172182
2019,Walk Run Cha-Cha,tt10182854,nm0633177|nm1586984
2019,Ford v Ferrari,tt1950186,nm0567331|nm0118202
2019,The Irishman,tt1302006,nm0774817
2019,Jojo Rabbit,tt2584384,nm2305414
2019,Joker,tt7286456,nm0343846
2019,Parasite,tt6751668,nm2185967
2019,Corpus Christi,tt8649186,
2019,Honeyland,tt8991268,
2019,Les Misérables,tt10199590,
2019,Pain and Glory,tt8291806,
2019,Parasite,tt6751668,
2019,Bombshell,tt6394270,nm0875308|nm0604479|nm0049004
2019,Joker,tt7286456,nm0496525|nm0313789
2019,Judy,tt7549996,nm0940291
2019,Maleficent: Mistress of Evil,tt4777008,nm0328655|nm1115465|nm0924675
2019,1917,tt8579674,nm0232644|nm1033448|nm1226541
2019,Joker,tt7286456,nm3723390
2019,Little Women,tt3281548,nm0006035
2019,Marriage Story,tt7653254,nm0005271
2019,1917,tt8579674,nm0002353
2019,Star Wars: The Rise of Skywalker,tt2527338,nm0002354
2019,Toy Story 4,tt1979376,nm0005271
2019,Rocketman,tt2066051,nm0005056|nm0005479
2019,Breakthrough,tt7083526,nm0005534
2019,Frozen II,tt4520988,nm2844448|nm0520188
2019,Harriet,tt4648786,nm11140804|nm7248827
2019,Ford v Ferrari,tt1950186,nm1858656|nm0867768|nm0003506
2019,The Irishman,tt1302006,nm0000217|nm0000134|nm0742772|nm0863374
2019,Jojo Rabbit,tt2584384,nm2868859|nm0169806|nm4438615
2019,Joker,tt7286456,nm0680846|nm0177896|nm0863374
2019,Little Women,tt3281548,nm1166871
2019,Marriage Story,tt7653254,nm0000876|nm0382268
2019,1917,tt8579674,nm0005222|nm0365208|nm0854991|nm0568223
2019,Once upon a Time...in Hollywood,tt7131622,nm0382268|nm0570690|nm0000233
2019,Parasite,tt6751668,nm10113618|nm0094435
2019,The Irishman,tt1302006,nm0004052|nm0336340
2019,Jojo Rabbit,tt2584384,nm1308151|nm4196495
2019,1917,tt8579674,nm0309357|nm0761227
2019,Once upon a Time...in Hollywood,tt7131622,nm0512686|nm0354101
2019,Parasite,tt6751668,nm4342766|nm6657856
2019,Dcera (Daughter),tt10923134,nm9032521
2019,Hair Love,tt7129636,nm1525794|nm2702123
2019,Kitbull,tt9536832,nm3300040|nm4144523
2019,Memorable,tt10499942,nm1170249|nm1803332
2019,Sister,tt9032798,nm5465317
2019,Brotherhood,tt8906678,nm5084972|nm5637080
2019,Nefta Football Club,tt8551848,nm1166989|nm6628142
2019,The Neighbors' Window,tt8163822,nm1903582
2019,Saria,tt11421246,nm1519252|nm4119897
2019,A Sister,tt8767544,nm5407860
2019,Ford v Ferrari,tt1950186,nm0843219
2019,Joker,tt7286456,nm0614812
2019,1917,tt8579674,nm0850549|nm2655291
2019,Once upon a Time...in Hollywood,tt7131622,nm0823758
2019,Star Wars: The Rise of Skywalker,tt2527338,nm0003214|nm0004198
2019,Ad Astra,tt2935510,nm0003977|nm0426348|nm0880360
2019,Ford v Ferrari,tt1950186,nm0557338|nm0316102|nm0607551
2019,Joker,tt7286456,nm0654696|nm0958711|nm0537972
2019,1917,tt8579674,nm0852837|nm0934184
2019,Once upon a Time...in Hollywood,tt7131622,nm0591444|nm0591441|nm0880360
2019,Avengers: Endgame,tt4154796,nm0216699|nm0247270|nm0014884|nm0837203
2019,The Irishman,tt1302006,nm0375666|nm1739145|nm0784700|nm3148163
2019,The Lion King,tt6105098,nm0499215|nm0883628|nm1002475|nm1806961
2019,1917,tt8579674,nm1806981|nm0124935|nm0876716
2019,Star Wars: The Rise of Skywalker,tt2527338,nm0004361|nm0768943|nm0875604|nm0876716
2019,The Irishman,tt1302006,nm0001873
2019,Jojo Rabbit,tt2584384,nm0169806
2019,Joker,tt7286456,nm0680846|nm0798788
2019,Little Women,tt3281548,nm1950086
2019,The Two Popes,tt8404614,nm0565026
2019,Knives Out,tt8946378,nm0426059
2019,Marriage Story,tt7653254,nm0000876
2019,1917,tt8579674,nm0005222|nm4880670
2019,Once upon a Time...in Hollywood,tt7131622,nm0000233
2019,Parasite,tt6751668,nm0094435|nm8243301
2020,Sound of Metal,tt5363618,nm1981893
2020,Ma Rainey's Black Bottom,tt10514222,nm1569276
2020,The Father,tt10272386,nm0000164
2020,Mank,tt10618286,nm0000198
2020,Minari,tt10633456,nm3081796
2020,The Trial of the Chicago 7,tt1070874,nm0056187
2020,Judas and the Black Messiah,tt9784798,nm2257207
2020,One Night in Miami...,tt10612922,nm1502434
2020,Sound of Metal,tt5363618,nm0705152
2020,Judas and the Black Messiah,tt9784798,nm3147751
2020,Ma Rainey's Black Bottom,tt10514222,nm0205626
2020,The United States vs. Billie Holiday,tt8521718,nm7363531
2020,Pieces of a Woman,tt11161474,nm3948952
2020,Nomadland,tt9770150,nm0000531
2020,Promising Young Woman,tt9620292,nm1659547
2020,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,tt13143964,nm7210025
2020,Hillbilly Elegy,tt6772802,nm0000335
2020,The Father,tt10272386,nm1469236
2020,Mank,tt10618286,nm1086543
2020,Minari,tt10633456,nm0950926
2020,Onward,tt7146812,nm0768959|nm0706032
2020,Over the Moon,tt7488208,nm0443855|nm2937345|nm1513657
2020,A Shaun the Sheep Movie: Farmageddon,tt6193408,nm4503368|nm2192511|nm1385754
2020,Soul,tt2948372,nm0230032|nm1733918
2020,Wolfwalkers,tt5198068,nm1119079|nm2075487|nm2727721|nm1575263
2020,Judas and the Black Messiah,tt9784798,nm0090312
2020,Mank,tt10618286,nm0582081
2020,News of the World,tt6878306,nm0003011
2020,Nomadland,tt9770150,nm4452305
2020,The Trial of the Chicago 7,tt1070874,nm0003659
2020,Emma,tt9214832,nm0126107
2020,Ma Rainey's Black Bottom,tt10514222,nm0744778
2020,Mank,tt10618286,nm0838844
2020,Mulan,tt4566758,nm0197257
2020,Pinocchio,tt8333746,nm1964768
2020,Another Round,tt10288566,nm0899121
2020,Mank,tt10618286,nm0000399
2020,Minari,tt10633456,nm1818032
2020,Nomadland,tt9770150,nm2125482
2020,Promising Young Woman,tt9620292,nm2193504
2020,Collective,tt10706602,nm1681049|nm4290702
2020,Crip Camp,tt8923484,nm1011820|nm0495898|nm0092781
2020,The Mole Agent,tt11394298,nm3073146|nm5337246
2020,My Octopus Teacher,tt12888462,nm11813828|nm1624755|nm0287741
2020,Time,tt11416746,nm3797834|nm6156086|nm2062930
2020,Colette,tt11643154,nm1818348|nm3550163
2020,A Concerto Is a Conversation,tt13793326,nm3988897|nm3929283
2020,Do Not Split,tt11512676,nm4108371|nm4085451
2020,Hunger Ward,tt12979636,nm1148695|nm11492155
2020,A Love Song for Latasha,tt8993180,nm7630871|nm5903832
2020,The Father,tt10272386,nm2498855
2020,Nomadland,tt9770150,nm2125482
2020,Promising Young Woman,tt9620292,nm1754850
2020,Sound of Metal,tt5363618,nm1182055
2020,The Trial of the Chicago 7,tt1070874,nm0062328
2020,Another Round,tt10288566,
2020,Better Days,tt9586294,
2020,Collective,tt10706602,
2020,The Man Who Sold His Skin,tt10360862,
2020,"Quo Vadis, Aida?",tt8633462,
2020,Emma,tt9214832,nm0485984|nm8526114|nm0831656
2020,Hillbilly Elegy,tt6772802,nm0472477|nm0612817|nm0214912
2020,Ma Rainey's Black Bottom,tt10514222,nm0520236|nm4135648|nm5003080
2020,Mank,tt10618286,nm0930666|nm0819129|nm0479295
2020,Pinocchio,tt8333746,nm0183418|nm2252273|nm4687885
2020,Da 5 Bloods,tt9777644,nm0005966
2020,Mank,tt10618286,nm0722153|nm1589604
2020,Minari,tt10633456,nm7888676
2020,News of the World,tt6878306,nm0006133
2020,Soul,tt2948372,nm0722153|nm1589604|nm4456022
2020,Judas and the Black Messiah,tt9784798,nm2878358|nm6299956|nm8454691
2020,The Trial of the Chicago 7,tt1070874,nm1207404|nm11203881
2020,Eurovision Song Contest: The Story of Fire Saga,tt8580274,nm4153652|nm12200610|nm7646386
2020,The Life Ahead (La Vita Davanti a Se),tt10627584,nm0005534|nm1306128
2020,One Night in Miami...,tt10612922,nm1502434|nm3841867
2020,The Father,tt10272386,nm0661406|nm0515201|nm0136260
2020,Judas and the Black Messiah,tt9784798,nm3489851|nm2229798|nm3363032
2020,Mank,tt10618286,nm0149556|nm0744839|nm0881703
2020,Minari,tt10633456,nm3567152
2020,Nomadland,tt9770150,nm0000531|nm0817379|nm2571693|nm1885766|nm2125482
2020,Promising Young Woman,tt9620292,nm1878845|nm4516779|nm2193504|nm3560755
2020,Sound of Metal,tt5363618,nm0353012|nm5289961
2020,The Trial of the Chicago 7,tt1070874,nm0686887|nm0078804
2020,The Father,tt10272386,nm0290286|nm1570850
2020,Ma Rainey's Black Bottom,tt10514222,nm0725475|nm0641286|nm0832839
2020,Mank,tt10618286,nm0123426|nm0664308
2020,News of the World,tt6878306,nm0186477|nm1404582
2020,Tenet,tt6723592,nm0189769|nm0524205
2020,Burrow,tt13167288,nm6461347|nm6040099
2020,Genius Loci,tt11884670,nm3352576|nm3856500
2020,If Anything Happens I Love You,tt11768948,nm0566489|nm1854728
2020,Opera,tt14039636,nm4014909
2020,Yes-People,tt12706728,nm4496900|nm2727616
2020,Feeling Through,tt9280166,nm3194313|nm10801720
2020,The Letter Room,tt11962160,nm4895825|nm1001945
2020,The Present,tt11474480,nm9048529|nm3050599
2020,Two Distant Strangers,tt13472984,nm3579257|nm1804553
2020,White Eye,tt10538710,nm8781219|nm6735926
2020,Greyhound,tt6048922,nm0790022|nm0591444|nm0003311|nm1049027
2020,Mank,tt10618286,nm0460274|nm0597199|nm0662188|nm2315737|nm0475168
2020,News of the World,tt6878306,nm0850549|nm0696523|nm7017920|nm0698099
2020,Soul,tt2948372,nm0460274|nm0254208|nm0662188
2020,Sound of Metal,tt5363618,nm0065545|nm0049254|nm2499159|nm3997636|nm3835694
2020,Love and Monsters,tt2222042,nm0805992|nm3784934|nm3051832|nm0184939
2020,The Midnight Sky,tt10539608,nm0440683|nm1165856|nm1281289|nm0914247
2020,Mulan,tt4566758,nm0264915|nm1619365|nm0561295|nm0409032
2020,The One and Only Ivan,tt3661394,nm0002428|nm1049807|nm2932799|nm2979916
2020,Tenet,tt6723592,nm1886497|nm2814296|nm0516916|nm0279782
2020,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,tt13143964,nm0056187|nm0385630|nm2255631|nm0063165|nm1106214|nm0563243|nm2773070|nm1745272|nm4988577
2020,The Father,tt10272386,nm0358960|nm1725469
2020,Nomadland,tt9770150,nm2125482
2020,One Night in Miami...,tt10612922,nm5358492
2020,The White Tiger,tt6571548,nm1023919
2020,Judas and the Black Messiah,tt9784798,nm0077768|nm3489851|nm3584219|nm5695570
2020,Minari,tt10633456,nm1818032
2020,Promising Young Woman,tt9620292,nm2193504
2020,Sound of Metal,tt5363618,nm2942187|nm3473150|nm0161834
2020,The Trial of the Chicago 7,tt1070874,nm0815070
2021,Being the Ricardos,tt4995540,nm0000849
2021,The Power of the Dog,tt10293406,nm1212722
2021,"tick, tick...BOOM!",tt8721424,nm1940449
2021,King Richard,tt9620288,nm0000226
2021,The Tragedy of Macbeth,tt10095582,nm0000243
2021,Belfast,tt12789558,nm0001354
2021,CODA,tt10366460,nm1319274
2021,The Power of the Dog,tt10293406,nm0687146
2021,Being the Ricardos,tt4995540,nm0799777
2021,The Power of the Dog,tt10293406,nm2240346
2021,The Eyes of Tammy Faye,tt9115530,nm1567113
2021,The Lost Daughter,tt9100054,nm1469236
2021,Parallel Mothers,tt12618926,nm0004851
2021,Being the Ricardos,tt4995540,nm0000173
2021,Spencer,tt12536294,nm0829576
2021,The Lost Daughter,tt9100054,nm2976580
2021,West Side Story,tt3581652,nm3663196
2021,Belfast,tt12789558,nm0001132
2021,The Power of the Dog,tt10293406,nm0000379
2021,King Richard,tt9620288,nm0254712
2021,Encanto,tt2953050,nm1158544|nm0397174|nm2486917|nm1192875
2021,Flee,tt8430054,nm1853542|nm1445547|nm1718147|nm7753662
2021,Luca,tt12801262,nm1154836|nm0912717
2021,The Mitchells vs. the Machines,tt7979580,nm5106831|nm0520488|nm0588087|nm0016957
2021,Raya and the Last Dragon,tt5109280,nm2320658|nm2788015|nm1575873|nm1275326
2021,Dune,tt1160419,nm0292132
2021,Nightmare Alley,tt7740496,nm0491565
2021,The Power of the Dog,tt10293406,nm1645832
2021,The Tragedy of Macbeth,tt10095582,nm0216632
2021,West Side Story,tt3581652,nm0001405
2021,Cruella,tt3228774,nm0064746
2021,Cyrano,tt12889404,nm1964768|nm0244330
2021,Dune,tt1160419,nm0922113|nm0604503
2021,Nightmare Alley,tt7740496,nm0784751
2021,West Side Story,tt3581652,nm3477899
2021,Belfast,tt12789558,nm0000110
2021,Drive My Car,tt14039582,nm3152327
2021,Licorice Pizza,tt11271038,nm0000759
2021,The Power of the Dog,tt10293406,nm0001005
2021,West Side Story,tt3581652,nm0000229
2021,Ascension,tt14505430,nm4398489|nm5325825|nm1909515
2021,Attica,tt12482898,nm0625747|nm3055381
2021,Flee,tt8430054,nm1853542|nm1445547|nm1718147|nm7753662
2021,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",tt11422728,nm0859821|nm1764919|nm1435457|nm2517209
2021,Writing with Fire,tt13630174,nm4045125|nm4424010
2021,Audible,tt12771540,nm0644654|nm2458844
2021,Lead Me Home,tt15339848,nm1310430|nm0791556
2021,The Queen of Basketball,tt14513236,nm3988897
2021,Three Songs for Benazir,tt14608922,nm4641608|nm7902132
2021,When We Were Bullies,tt13796488,nm0742401
2021,Don't Look Up,tt11286314,nm0181650
2021,Dune,tt1160419,nm0907863
2021,King Richard,tt9620288,nm0552862
2021,The Power of the Dog,tt10293406,nm3038680
2021,"tick, tick...BOOM!",tt8721424,nm0450005|nm0918733
2021,Drive My Car,tt14039582,
2021,Flee,tt8430054,
2021,The Hand of God,tt12680684,
2021,Lunana: A Yak in the Classroom,tt10189300,
2021,The Worst Person in the World,tt10370710,
2021,Coming 2 America,tt6802400,nm0002514|nm0606943|nm0267732
2021,Cruella,tt3228774,nm2854751|nm0232644|nm1861004
2021,Dune,tt1160419,nm0610244|nm1037627|nm0901913
2021,The Eyes of Tammy Faye,tt9115530,nm0235722|nm0409031|nm0707679
2021,House of Gucci,tt11214590,nm0526615|nm2049258|nm3139710
2021,Don't Look Up,tt11286314,nm1615109
2021,Dune,tt1160419,nm0001877
2021,Encanto,tt2953050,nm1184901
2021,Parallel Mothers,tt12618926,nm0407076
2021,The Power of the Dog,tt10293406,nm0339351
2021,King Richard,tt9620288,nm13152182|nm0461498
2021,Encanto,tt2953050,nm0592135
2021,Belfast,tt12789558,nm0607341
2021,No Time to Die,tt2382320,nm8483808|nm3906552
2021,Four Good Days,tt10344522,nm0005534
2021,Belfast,tt12789558,nm2233031|nm0000110|nm2228812|nm0859561
2021,CODA,tt10366460,nm0746041|nm1818350|nm0905163
2021,Don't Look Up,tt11286314,nm0570912|nm0582111
2021,Drive My Car,tt14039582,nm6167249
2021,Dune,tt1160419,nm0661289|nm0898288|nm1212547
2021,King Richard,tt9620288,nm2807321|nm2809465|nm0000226
2021,Licorice Pizza,tt11271038,nm2072976|nm0814114|nm0000759
2021,Nightmare Alley,tt7740496,nm0868219|nm0197703|nm0177896
2021,The Power of the Dog,tt10293406,nm0001005|nm0782036|nm0792431|nm2096617|nm0292024
2021,West Side Story,tt3581652,nm0000229|nm1069736
2021,Dune,tt1160419,nm0894411|nm4722060
2021,Nightmare Alley,tt7740496,nm0222383|nm0896580
2021,The Power of the Dog,tt10293406,nm0538194|nm1400384
2021,The Tragedy of Macbeth,tt10095582,nm0213754|nm0354101
2021,West Side Story,tt3581652,nm1360914|nm0213076
2021,Affairs of the Art,tt14293560,nm0703885|nm0995104
2021,Bestia,tt14825950,nm4587241|nm0246746
2021,Boxballet,tt14825972,nm6436434
2021,Robin Robin,tt11332850,nm4570900|nm3170529
2021,The Windshield Wiper,tt9464038,nm2856960|nm1912965
2021,Ala Kachuu - Take and Run,tt7914938,nm6248692|nm6603553
2021,The Dress,tt12299764,nm9472233|nm0805751
2021,The Long Goodbye,tt11924384,nm4090848|nm1981893
2021,On My Mind,tt15289736,nm1015687|nm0536385
2021,Please Hold,tt11383280,nm4944814|nm11049074
2021,Belfast,tt12789558,nm1383719|nm1121283|nm0558450|nm1866364
2021,Dune,tt1160419,nm0002314|nm0005625|nm1640468|nm0376153|nm0058897
2021,No Time to Die,tt2382320,nm1536532|nm0850549|nm0365639|nm0557338|nm0852837
2021,The Power of the Dog,tt10293406,nm0283601|nm1464727|nm4155608
2021,West Side Story,tt3581652,nm0537972|nm0003977|nm1014073|nm0625144|nm0004156
2021,Dune,tt1160419,nm0995902|nm1629597|nm0175391|nm0275382
2021,Free Guy,tt6264654,nm1089828|nm0341985|nm0435479|nm0837203
2021,No Time to Die,tt2382320,nm0633563|nm2539473|nm1000834|nm0179269
2021,Shang-Chi and the Legend of the Ten Rings,tt9376612,nm0870102|nm1062239|nm2395514|nm0646807
2021,Spider-Man: No Way Home,tt10872600,nm0691883|nm0905637|nm1131786|nm0837203
2021,CODA,tt10366460,nm1571761
2021,Drive My Car,tt14039582,nm3152327|nm5087531
2021,Dune,tt1160419,nm3123612|nm0898288|nm0744839
2021,The Lost Daughter,tt9100054,nm0350454
2021,The Power of the Dog,tt10293406,nm0001005
2021,Belfast,tt12789558,nm0000110
2021,Don't Look Up,tt11286314,nm0570912|nm1998503
2021,King Richard,tt9620288,nm1598140
2021,Licorice Pizza,tt11271038,nm0000759
2021,The Worst Person in the World,tt10370710,nm1258777|nm1258686
2022,Elvis,tt3704428,nm2581521
2022,The Banshees of Inisherin,tt11813216,nm0268199
2022,The Whale,tt13833688,nm0000409
2022,Aftersun,tt19770238,nm8958770
2022,Living,tt9051908,nm0631490
2022,The Banshees of Inisherin,tt11813216,nm0322407
2022,Causeway,tt10192406,nm3109964
2022,The Fabelmans,tt14208870,nm0002139
2022,The Banshees of Inisherin,tt11813216,nm4422686
2022,Everything Everywhere All at Once,tt6710474,nm0702841
2022,Tár,tt14444726,nm0000949
2022,Blonde,tt1655389,nm1869101
2022,To Leslie,tt8129806,nm2057859
2022,The Fabelmans,tt14208870,nm0931329
2022,Everything Everywhere All at Once,tt6710474,nm0000706
2022,Black Panther: Wakanda Forever,tt9114286,nm0000291
2022,The Whale,tt13833688,nm2186865
2022,The Banshees of Inisherin,tt11813216,nm0174403
2022,Everything Everywhere All at Once,tt6710474,nm0000130
2022,Everything Everywhere All at Once,tt6710474,nm3513533
2022,Guillermo del Toro's Pinocchio,tt1488589,nm0868219|nm0348993|nm1316083|nm0119946
2022,Marcel the Shell with Shoes On,tt15339456,nm3255797|nm3831085|nm2749806|nm0438210|nm0583796
2022,Puss in Boots: The Last Wish,tt3915174,nm3150455|nm0842616
2022,The Sea Beast,tt9288046,nm0930261|nm3155373
2022,Turning Red,tt8097030,nm7626019|nm0172491
2022,All Quiet on the Western Front,tt1016150,nm2168099
2022,"Bardo, False Chronicle of a Handful of Truths",tt14176542,nm0451787
2022,Elvis,tt3704428,nm0907999
2022,Empire of Light,tt14402146,nm0005683
2022,Tár,tt14444726,nm0389285
2022,Babylon,tt10640346,nm0957861
2022,Black Panther: Wakanda Forever,tt9114286,nm0141921
2022,Elvis,tt3704428,nm0552039
2022,Everything Everywhere All at Once,tt6710474,nm0475599
2022,Mrs. Harris Goes to Paris,tt5151570,nm0064746
2022,The Banshees of Inisherin,tt11813216,nm1732981
2022,Everything Everywhere All at Once,tt6710474,nm3453283|nm3215397
2022,The Fabelmans,tt14208870,nm0000229
2022,Tár,tt14444726,nm0276062
2022,Triangle of Sadness,tt7322224,nm1128037
2022,All That Breathes,tt16377862,nm11182342|nm12325026|nm1746166
2022,All the Beauty and the Bloodshed,tt21374850,nm0688636|nm0314971|nm0529092|nm0325667|nm3707417
2022,Fire of Love,tt16227014,nm2393385|nm3312530|nm0275649
2022,A House Made of Splinters,tt16377920,nm1802410|nm1445547
2022,Navalny,tt17041964,nm4173215|nm1230874|nm2177487|nm0588953|nm3312530
2022,The Elephant Whisperers,tt23628262,nm14232155|nm1944105
2022,Haulout,tt17162620,nm8205908|nm8975290
2022,How Do You Measure a Year?,tt15026956,nm0742401
2022,The Martha Mitchell Effect,tt16379454,nm1290869|nm1109901
2022,Stranger at the Gate,tt20784118,nm0781733|nm2261114
2022,The Banshees of Inisherin,tt11813216,nm1182055
2022,Elvis,tt3704428,nm0897637|nm0975108
2022,Everything Everywhere All at Once,tt6710474,nm6846971
2022,Tár,tt14444726,nm0929889
2022,Top Gun: Maverick,tt1745960,nm0357835
2022,All Quiet on the Western Front,tt1016150,
2022,"Argentina, 1985",tt15301048,
2022,Close,tt9660502,
2022,EO,tt19652910,
2022,The Quiet Girl,tt15109082,
2022,All Quiet on the Western Front,tt1016150,nm0580922|nm1227443
2022,The Batman,tt1877830,nm0232644|nm0002514|nm2885534
2022,Black Panther: Wakanda Forever,tt9114286,nm0295518|nm0363355
2022,Elvis,tt3704428,nm0183418|nm0047878|nm0797532
2022,The Whale,tt13833688,nm0606110|nm0155275|nm1095471
2022,All Quiet on the Western Front,tt1016150,nm2890617
2022,Babylon,tt10640346,nm3225654
2022,The Banshees of Inisherin,tt11813216,nm0001980
2022,Everything Everywhere All at Once,tt6710474,nm4954433
2022,The Fabelmans,tt14208870,nm0002354
2022,Tell It like a Woman,tt5850650,nm0005534
2022,Top Gun: Maverick,tt1745960,nm3078932|nm8475165
2022,Black Panther: Wakanda Forever,tt9114286,nm12478182|nm1982597|nm3363032|nm3234869
2022,RRR,tt8178634,nm0444807|nm0151513
2022,Everything Everywhere All at Once,tt6710474,nm4843730|nm0126154|nm7105950
2022,All Quiet on the Western Front,tt1016150,nm0344612
2022,Avatar: The Way of Water,tt1630029,nm0000116|nm0484457
2022,The Banshees of Inisherin,tt11813216,nm0110357|nm0194446|nm1732981
2022,Elvis,tt3704428,nm0525303|nm0552039|nm0075762|nm0566590|nm3419045
2022,Everything Everywhere All at Once,tt6710474,nm3453283|nm3215397|nm4139352
2022,The Fabelmans,tt14208870,nm1069736|nm0000229|nm1065785
2022,Tár,tt14444726,nm0276062|nm0586968|nm0483300
2022,Top Gun: Maverick,tt1745960,nm0000129|nm0003160|nm1911103|nm0000988
2022,Triangle of Sadness,tt7322224,nm1615036|nm0090350
2022,Women Talking,tt13669038,nm0306890|nm1250070|nm0000531
2022,All Quiet on the Western Front,tt1016150,nm1024392|nm0386157
2022,Avatar: The Way of Water,tt1630029,nm1304499|nm1929546|nm1521435
2022,Babylon,tt10640346,nm3151515|nm2518113
2022,Elvis,tt3704428,nm0552039|nm0614422|nm1427646
2022,The Fabelmans,tt14208870,nm0141437|nm0641286
2022,"The Boy, the Mole, the Fox and the Horse",tt22667880,nm12104786|nm2516361
2022,The Flying Sailor,tt20240228,nm0285428|nm0863195
2022,Ice Merchants,tt19781688,nm11993514|nm4289854
2022,My Year of Dicks,tt17663790,nm3613609|nm0962596
2022,An Ostrich Told Me the World Is Fake and I Think I Believe It,tt20115114,nm13638368
2022,An Irish Goodbye,tt14625872,nm5627389|nm8504330
2022,Ivalu,tt22054902,nm2225334|nm9608033
2022,Le Pupille,tt20215392,nm3114621|nm0190859
2022,Night Ride,tt12566792,nm5012126|nm0489118
2022,The Red Suitcase,tt22763378,nm1293977
2022,All Quiet on the Western Front,tt1016150,nm3920810|nm0006838|nm2028874|nm1038597|nm0466745
2022,Avatar: The Way of Water,tt1630029,nm0397719|nm0946705|nm0077031|nm0102110|nm0838707|nm0373276
2022,The Batman,tt1877830,nm0934184|nm0276877|nm0614923|nm0625144
2022,Elvis,tt3704428,nm1325883|nm0664563|nm0625144|nm0445728
2022,Top Gun: Maverick,tt1745960,nm0918319|nm0558450|nm0625131|nm0121006|nm0852837
2022,All Quiet on the Western Front,tt1016150,nm0004182|nm0612260|nm5856743|nm1141645
2022,Avatar: The Way of Water,tt1630029,nm0504784|nm0051824|nm0756590|nm2280778
2022,The Batman,tt1877830,nm0501424|nm0247270|nm1619365|nm0876716
2022,Black Panther: Wakanda Forever,tt9114286,nm1231518|nm0358342|nm0925341|nm0837203
2022,Top Gun: Maverick,tt1745960,nm0876095|nm6325157|nm1849618|nm0279782
2022,All Quiet on the Western Front,tt1016150,nm0074163|nm0665510|nm1748106
2022,Glass Onion: A Knives Out Mystery,tt11564570,nm0426059
2022,Living,tt9051908,nm0410958
2022,Top Gun: Maverick,tt1745960,nm0472567|nm2545235|nm0003160|nm0185976|nm1098479
2022,Women Talking,tt13669038,nm0001631
2022,The Banshees of Inisherin,tt11813216,nm1732981
2022,Everything Everywhere All at Once,tt6710474,nm3453283|nm3215397
2022,The Fabelmans,tt14208870,nm0000229|nm1065785
2022,Tár,tt14444726,nm0276062
2022,Triangle of Sadness,tt7322224,nm1128037
2022,Welcome to Chechnya,tt11394200,nm0485642
2023,Maestro,tt5535276,nm0177896
2023,Rustin,tt14160834,nm0231458
2023,The Holdovers,tt14849194,nm0316079
2023,Oppenheimer,tt15398776,nm0614165
2023,American Fiction,tt23561236,nm0942482
2023,American Fiction,tt23561236,nm1250791
2023,Killers of the Flower Moon,tt5537002,nm0000134
2023,Oppenheimer,tt15398776,nm0000375
2023,Barbie,tt1517268,nm0331516
2023,Poor Things,tt14230458,nm0749263
2023,Nyad,tt5302918,nm0000906
2023,Killers of the Flower Moon,tt5537002,nm4291409
2023,Anatomy of a Fall,tt17009710,nm1197689
2023,Maestro,tt5535276,nm1659547
2023,Poor Things,tt14230458,nm1297015
2023,Oppenheimer,tt15398776,nm1289434
2023,The Color Purple,tt1200263,nm5335029
2023,Barbie,tt1517268,nm1065229
2023,Nyad,tt5302918,nm0000149
2023,The Holdovers,tt14849194,nm5007768
2023,The Boy and the Heron,tt6587046,nm0594503|nm0840699
2023,Elemental,tt15789038,nm0812307|nm0714066
2023,Nimona,tt19500164,nm2939767|nm0702863|nm2350901|nm1771554
2023,Robot Dreams,tt13429870,nm0074311|nm1028742|nm3882588|nm3609890
2023,Spider-Man: Across the Spider-Verse,tt9362722,nm5358492|nm1042511|nm0520488|nm0588087|nm1166871
2023,El Conde,tt21113540,nm0005767
2023,Killers of the Flower Moon,tt5537002,nm0006509
2023,Maestro,tt5535276,nm0508732
2023,Oppenheimer,tt15398776,nm0887227
2023,Poor Things,tt14230458,nm0752811
2023,Barbie,tt1517268,nm0244330
2023,Killers of the Flower Moon,tt5537002,nm0922113
2023,Napoleon,tt13287846,nm0946765|nm0189366
2023,Oppenheimer,tt15398776,nm0592465
2023,Poor Things,tt14230458,nm3052795
2023,Anatomy of a Fall,tt17009710,nm2630323
2023,Killers of the Flower Moon,tt5537002,nm0000217
2023,Oppenheimer,tt15398776,nm0634240
2023,Poor Things,tt14230458,nm0487166
2023,The Zone of Interest,tt7160372,nm0322242
2023,Bobi Wine: The People's President,tt21376900,nm8400181|nm14109806|nm0061557
2023,The Eternal Memory,tt24082488,nm3073146
2023,Four Daughters,tt27502426,nm4141599|nm2329106
2023,To Kill a Tiger,tt21688772,nm1263934|nm0697759|nm2361303
