imdb.id,title.mixed,sample.year.first,fest.first,,,,,
tt10354106,Stars at Noon,2022,Cannes,,,,,
tt14622802,Brother and Sister,2022,Cannes,,,,,
tt9660502,Close,2022,Cannes,,,,,
tt10343028,Armageddon Time,2022,Cannes,,,,,
tt13056052,Broker,2022,Cannes,,,,,
tt14034614,Nostalgia,2022,Cannes,,,,,
tt18550182,R.M.N.,2022,Cannes,,,,,
tt12477480,Decision to Leave,2022,Cannes,,,,,
tt13923216,Showing Up,2022,Cannes,,,,,
tt15452062,Cairo Conspiracy,2022,Cannes,,,,,
tt17538510,Tchaikovsky's Wife,2022,Cannes,,,,,
tt19653180,Leila's Brothers,2022,Cannes,,,,,
tt19652910,EO,2022,Cannes,,,,,
tt14641542,The Eight Mountains,2022,Cannes,,,,,
tt17014214,Mother and Son,2022,Cannes,,,,,
tt13702796,Pacifiction,2022,Cannes,,,,,
tt16227002,War Pony,2022,Cannes,,,,,
tt19719904,Plan 75,2022,Cannes,,,,,
tt19719862,The Worst Ones,2022,Cannes,,,,,
tt14867294,Butterfly Vision,2022,Cannes,,,,,
tt19719976,Joyland,2022,Cannes,,,,,
tt19770238,Aftersun,2022,Cannes,,,,,
tt14981626,Alma Viva,2022,Cannes,,,,,
tt19768016,Love According to Dalva,2022,Cannes,,,,,
tt19768056,The Pack,2022,Cannes,,,,,
tt13925988,The Woodcutter Story,2022,Cannes,,,,,
tt19768694,Nos cérémonies,2022,Cannes,,,,,
tt19768760,Imagine,2022,Cannes,,,,,
tt12121582,When You Finish Saving the World,2022,Cannes,,,,,
tt14913250,Everybody Loves Jeanne,2022,Cannes,,,,,
tt8174412,Funny Pages,2022,Cannes,,,,,
tt16764906,The Vagabonds,2022,Cannes,,,,,
tt19758012,Chile '76,2022,Cannes,,,,,
tt14300504,The Water,2022,Cannes,,,,,
tt11448830,Falcon Lake,2022,Cannes,,,,,
tt9455468,Pamfir,2022,Cannes,,,,,
tt18397006,Al-Sadd,2022,Cannes,,,,,
tt19711858,A Male,2022,Cannes,,,,,
tt18285792,Marcel!,2022,Cannes,,,,,
tt10290244,Little Nicholas - Happy as Can Be,2022,Cannes,,,,,
tt19719940,Rodeo,2022,Cannes,,,,,
tt6931658,Hunt,2022,Cannes,,,,,
tt19815650,Il barbiere complottista,2022,Cannes,,,,,
tt19844794,Di Er,2022,Cannes,,,,,
tt19844752,Les humains sont cons quand ils s'empilent,2022,Cannes,,,,,
tt16262788,Glorious Revolution,2022,Cannes,,,,,
tt19811286,Chlieb nás kazdodenný,2022,Cannes,,,,,
tt16350184,MumLife,2022,Cannes,,,,,
tt19844738,Tout ceci vous reviendra,2022,Cannes,,,,,
tt19396182,The Pass,2022,Cannes,,,,,
tt19844764,Sheherut,2022,Cannes,,,,,
tt19844770,Nauha,2022,Cannes,,,,,
tt19844786,We Are Not There Tomorrow,2022,Cannes,,,,,
tt19844808,Feng Zheng,2022,Cannes,,,,,
tt19844842,Mistida,2022,Cannes,,,,,
tt15434988,100% Flået Kærlighed,2022,Cannes,,,,,
tt19814970,Hajszálrepedés,2022,Cannes,,,,,
tt19512794,Spring Roll Dream,2022,Cannes,,,,,
tt11052678,The Silent Twins,2022,Cannes,,,,,
tt12253164,Metronom,2022,Cannes,,,,,
tt18816518,Sick of Myself,2022,Cannes,,,,,
tt19623228,Godland,2022,Cannes,,,,,
tt11992694,Corsage,2022,Cannes,,,,,
tt11897478,The Stranger,2022,Cannes,,,,,
tt14859416,Burning Days,2022,Cannes,,,,,
tt19719836,Return to Seoul,2022,Cannes,,,,,
tt14275050,More Than Ever,2022,Cannes,,,,,
tt19785426,Mediterranean Fever,2022,Cannes,,,,,
tt17679584,The Blue Caftan,2022,Cannes,,,,,
tt9317274,Harka,2022,Cannes,,,,,
tt19719864,Domingo y la niebla,2022,Cannes,,,,,
tt14860210,Father & Soldier,2022,Cannes,,,,,
tt16909478,The Mountain,2022,Cannes,,,,,
tt19781742,Ston throno tou Xerxi,2022,Cannes,,,,,
tt13482828,One Fine Morning,2022,Cannes,,,,,
tt20223306,Staging Death,2022,Cannes,,,,,
tt19889104,"Maria Schneider, 1983",2022,Cannes,,,,,
tt20223392,Beben,2022,Cannes,,,,,
tt19845700,"Happy New Year, Jim",2022,Cannes,,,,,
tt15713008,Jitterbug,2022,Cannes,,,,,
tt19932882,Aribada,2022,Cannes,,,,,
tt19931202,As Time Passes,2022,Cannes,,,,,
tt20223436,Des jeunes filles enterrent leur vie,2022,Cannes,,,,,
tt20223332,The Spiral,2022,Cannes,,,,,
tt10311018,Brother's Keeper,2022,Cannes,,,,,
tt19844654,Hai Bian Sheng Qi Yi Zuo Xuan Ya,2022,Cannes,,,,,
tt19844612,Tsutsue,2022,Cannes,,,,,
tt19844632,A Short Story,2022,Cannes,,,,,
tt19844646,Lori,2022,Cannes,,,,,
tt18937168,Uogos,2022,Cannes,,,,,
tt16226770,Same Old,2022,Cannes,,,,,
tt19844694,Le feu au lac,2022,Cannes,,,,,
tt19844708,Persona,2022,Cannes,,,,,
tt19844712,Luz Nocturna,2022,Cannes,,,,,
tt13649314,Irma Vep,2022,Cannes,,,,,
tt14831708,Diary of a Fleeting Affair,2022,Cannes,,,,,
tt16310962,Dodo,2022,Cannes,,,,,
tt9883832,Moonage Daydream,2022,Cannes,,,,,
tt19841846,Riposte féministe,2022,Cannes,,,,,
tt13391708,The Five Devils,2022,Cannes,,,,,
tt8923444,Continental Drift (South),2022,Cannes,,,,,
tt11460816,Will-o'-the-Wisp,2022,Cannes,,,,,
tt19781792,Dang wo wang xiang ni de shi hou,2022,Cannes,,,,,
tt19781766,Las criaturas que se derriten bajo el sol,2022,Cannes,,,,,
tt19768940,Swan in the Center,2022,Cannes,,,,,
tt19768100,Hideous,2022,Cannes,,,,,
tt16377862,All That Breathes,2022,Cannes,,,,,
tt11764342,Jerry Lee Lewis: Trouble in Mind,2022,Cannes,,,,,
tt19725896,The Natural History of Destruction,2022,Cannes,,,,,
tt19797494,My Imaginary Country,2022,Cannes,,,,,
tt19758084,The Super 8 Years,2022,Cannes,,,,,
tt19783948,The Fabric of the Human Body,2022,Cannes,,,,,
tt19885538,"Gérard Philipe, le dernier hiver du Cid",2022,Cannes,,,,,
tt19885590,Hommage d'une fille à son père,2022,Cannes,,,,,
tt19885474,"Jane Campion, la femme cinéma",2022,Cannes,,,,,
tt19885624,Official Film of the Olympic Games Tokyo 2020 Side A,2022,Cannes,,,,,
tt14018794,L'ombre de Goya par Jean-Claude Carrière,2022,Cannes,,,,,
tt19885580,"Patrick Dewaere, mon héros",2022,Cannes,,,,,
tt20212630,Salam,2022,Cannes,,,,,
tt19885446,"Romy, femme libre",2022,Cannes,,,,,
tt20221546,Mariupolis 2,2022,Cannes,,,,,
tt20249458,Christophe définitivement,2022,Cannes,,,,,
tt20222582,For the Sake of Peace,2022,Cannes,,,,,
tt20223278,The Potemkinists,2022,Cannes,,,,,
tt15732372,The Green Perfume,2022,Cannes,,,,,
tt19783912,Ashkal: The Tunisian Investigation,2022,Cannes,,,,,
tt10375396,God's Creatures,2022,Cannes,,,,,
tt19785552,Les Harkis,2022,Cannes,,,,,
tt13841850,Men,2022,Cannes,,,,,
tt14212090,Scarlet,2022,Cannes,,,,,
tt15329224,Revoir Paris,2022,Cannes,,,,,
tt11698800,Enys Men,2022,Cannes,,,,,
tt15307126,Under the Fig Trees,2022,Cannes,,,,,
tt19781688,Ice Merchants,2022,Cannes,,,,,
tt19770402,Cuerdas,2022,Cannes,,,,,
tt19769362,Nisam je stigao voljeti,2022,Cannes,,,,,
tt19769204,It's Nice in Here,2022,Cannes,,,,,
tt19769012,Raie Manta,2022,Cannes,,,,,
tt19781694,Canker,2022,Cannes,,,,,
tt10855054,Glimpse,2022,Cannes,,,,,
tt15739722,"Madame Pirate, Becoming a Legend",2022,Cannes,,,,,
tt17009710,Anatomy of a Fall,2023,Cannes,,,,,
tt18235146,Club Zero,2023,Cannes,,,,,
tt7160372,The Zone of Interest,2023,Cannes,,,,,
tt21027780,Fallen Leaves,2023,Cannes,,,,,
tt27502426,Four Daughters,2023,Cannes,,,,,
tt14230388,Asteroid City,2023,Cannes,,,,,
tt23736044,Monster,2023,Cannes,,,,,
tt16731908,A Brighter Tomorrow,2023,Cannes,,,,,
tt14550346,Last Summer,2023,Cannes,,,,,
tt13231544,About Dry Grasses,2023,Cannes,,,,,
tt14561712,La Chimera,2023,Cannes,,,,,
tt19760052,The Taste of Things,2023,Cannes,,,,,
tt14137416,Kidnapped: The Abduction of Edgardo Mortara,2023,Cannes,,,,,
tt13651794,May December,2023,Cannes,,,,,
tt8469104,Youth (Spring),2023,Cannes,,,,,
tt19883634,The Old Oak,2023,Cannes,,,,,
tt26256406,Banel & Adama,2023,Cannes,,,,,
tt27503384,Perfect Days,2023,Cannes,,,,,
tt15000156,Firebrand,2023,Cannes,,,,,
tt22463404,Homecoming,2023,Cannes,,,,,
tt9663896,Asphalt City,2023,Cannes,,,,,
tt27658383,Intrusion,2023,Cannes,,,,,
tt10399622,Inside the Yellow Cocoon Shell,2023,Cannes,,,,,
tt22890246,How to Have Sex,2023,Cannes,,,,,
tt14330672,Goodbye Julia,2023,Cannes,,,,,
tt10370812,The Settlers,2023,Cannes,,,,,
tt21086802,Omen,2023,Cannes,,,,,
tt21605226,If Only I Could Hibernate,2023,Cannes,,,,,
tt27502351,Hopeless,2023,Cannes,,,,,
tt14748950,All to Play For,2023,Cannes,,,,,
tt25750836,Hounds,2023,Cannes,,,,,
tt7575046,Riddle of Fire,2023,Cannes,,,,,
tt27470830,In Flames,2023,Cannes,,,,,
tt27540911,A Song Sung Blue,2023,Cannes,,,,,
tt27722061,The Feeling That the Time for Doing Something Has Passed,2023,Cannes,,,,,
tt27732307,Grace,2023,Cannes,,,,,
tt27502506,The King of Algiers,2023,Cannes,,,,,
tt25406412,Inshallah a Boy,2023,Cannes,,,,,
tt21992864,It's Raining in the House,2023,Cannes,,,,,
tt23790924,Vincent Must Die,2023,Cannes,,,,,
tt27531109,The Rapture,2023,Cannes,,,,,
tt8209702,Sleep,2023,Cannes,,,,,
tt10037498,Power Alley,2023,Cannes,,,,,
tt27604407,Norwegian Offspring,2023,Cannes,,,,,
tt27710613,Hole,2023,Cannes,,,,,
tt27683614,Ayyur,2023,Cannes,,,,,
tt27604269,Killing Boris Johnson,2023,Cannes,,,,,
tt27664265,Uhrmenschen,2023,Cannes,,,,,
tt27448903,A Bright Sunny Day,2023,Cannes,,,,,
tt27624809,The Call of the Brook,2023,Cannes,,,,,
tt27485183,Imogene,2023,Cannes,,,,,
tt27683631,Electra,2023,Cannes,,,,,
tt27683671,Trenc d'alba,2023,Cannes,,,,,
tt27683871,Nehemich,2023,Cannes,,,,,
tt27684790,The Lee Families,2023,Cannes,,,,,
tt27698010,La voix des autres,2023,Cannes,,,,,
tt27698046,Solos,2023,Cannes,,,,,
tt27607430,Osmý den,2023,Cannes,,,,,
tt27710632,Daroone poust,2023,Cannes,,,,,
tt16606592,The Animal Kingdom,2023,Cannes,,,,,
tt18558306,The Delinquents,2023,Cannes,,,,,
tt15307068,The Mother of All Lies,2023,Cannes,,,,,
tt22487338,The Nature of Love,2023,Cannes,,,,,
tt27502245,The Buriti Flower,2023,Cannes,,,,,
tt17052842,The Breaking Ice,2023,Cannes,,,,,
tt26342863,Rosalie,2023,Cannes,,,,,
tt18180926,The New Boy,2023,Cannes,,,,,
tt27502360,Terrestrial Verses,2023,Cannes,,,,,
tt27590147,Only the River Flows,2023,Cannes,,,,,
tt24797140,Salem,2023,Cannes,,,,,
tt27706804,A Prince,2023,Cannes,,,,,
tt27728178,The Red Sea Makes Me Wanna Cry,2023,Cannes,,,,,
tt27756953,"La maison brûle, autant se réchauffer",2023,Cannes,,,,,
tt27664169,Il compleanno di Enrico,2023,Cannes,,,,,
tt27547624,Talking to the River,2023,Cannes,,,,,
tt27897697,Oyu,2023,Cannes,,,,,
tt27770035,Mast-del,2023,Cannes,,,,,
tt27795342,Margarethe 89,2023,Cannes,,,,,
tt27543446,Lemon Tree,2023,Cannes,,,,,
tt27540821,I Saw the Face of the Devil,2023,Cannes,,,,,
tt27803887,Dans la tête un orage,2023,Cannes,,,,,
tt27546190,The Sweet East,2023,Cannes,,,,,
tt27819782,Mambar Pierrette,2023,Cannes,,,,,
tt27752060,Légua,2023,Cannes,,,,,
tt16160622,The Goldman Case,2023,Cannes,,,,,
tt15732890,The Book of Solutions,2023,Cannes,,,,,
tt26744610,L'autre Laurens,2023,Cannes,,,,,
tt27541074,In Our Day,2023,Cannes,,,,,
tt27789218,Deserts,2023,Cannes,,,,,
tt21869176,Creatura,2023,Cannes,,,,,
tt16090596,She Is Conann,2023,Cannes,,,,,
tt27737950,Blackbird Blackbird Blackberry,2023,Cannes,,,,,
tt11112532,Agra,2023,Cannes,,,,,
tt27549515,Boléro,2023,Cannes,,,,,
tt27549360,I Promise You Paradise,2023,Cannes,,,,,
tt13021784,27,2023,Cannes,,,,,
tt27611321,As It Was,2023,Cannes,,,,,
tt27612246,Basri & Salma in a Never-Ending Comedy,2023,Cannes,,,,,
tt25436674,Tits,2023,Cannes,,,,,
tt20356046,Aunque es de noche,2023,Cannes,,,,,
tt27648555,Poof,2023,Cannes,,,,,
tt27658326,Wild Summon,2023,Cannes,,,,,
tt27683608,Le sexe de ma mère,2023,Cannes,,,,,
tt27689988,Nada de todo esto,2023,Cannes,,,,,
tt27770907,La Perra,2023,Cannes,,,,,
tt14954666,The Idol,2023,Cannes,,,,,
tt16969006,Along Came Love,2023,Cannes,,,,,
tt27502365,Kubi,2023,Cannes,,,,,
tt13055264,Strange Way of Life,2023,Cannes,,,,,
tt27767715,Stranger,2023,Cannes,,,,,
tt9573150,Occupied City,2023,Cannes,,,,,
tt27502250,Anselm,2023,Cannes,,,,,
tt27502265,Man in Black,2023,Cannes,,,,,
tt26714897,Little Girl Blue,2023,Cannes,,,,,
tt27599265,Bread & Roses,2023,Cannes,,,,,
tt27502227,Pictures of Ghosts,2023,Cannes,,,,,
tt27729122,Room 999,2023,Cannes,,,,,
tt27766499,Catching Fire: The Story of Anita Pallenberg,2023,Cannes,,,,,
tt27766523,Viva Varda!,2023,Cannes,,,,,
tt27766587,Nelson Pereira dos Santos - Vida de Cinema,2023,Cannes,,,,,
tt27766616,"La saga Rassam-Berri, le cinéma dans les veines",2023,Cannes,,,,,
tt27766646,Godard par Godard,2023,Cannes,,,,,
tt27688036,Liv Ullmann: A Road Less Travelled,2023,Cannes,,,,,
tt10803634,Tiger Stripes,2023,Cannes,,,,,
tt6430442,Lost Country,2023,Cannes,,,,,
tt27549278,Krokodyl,2023,Cannes,,,,,
tt27549437,Via Dolorosa,2023,Cannes,,,,,
tt15908902,The Real Truth about the Fight,2023,Cannes,,,,,
tt27385597,La saison pourpre,2023,Cannes,,,,,
tt27531839,Corpos Cintilantes,2023,Cannes,,,,,
tt18160708,Contadores,2023,Cannes,,,,,
tt27550420,Walking with Her Into the Night,2023,Cannes,,,,,
tt27559217,Arkhé,2023,Cannes,,,,,
tt26699529,Marguerite's Theorem,2023,Cannes,,,,,
tt28607951,Anora,2024,Cannes,,,,,
tt10128846,Megalopolis,2024,Cannes,,,,,
tt8368368,The Apprentice,2024,Cannes,,,,,
tt28608358,Motel Destino,2024,Cannes,,,,,
tt28277817,Bird,2024,Cannes,,,,,
tt20221436,Emilia Pérez,2024,Cannes,,,,,
tt20212786,The Shrouds,2024,Cannes,,,,,
tt17526714,The Substance,2024,Cannes,,,,,
tt27180099,Grand Tour,2024,Cannes,,,,,
tt32086069,Marcello Mio,2024,Cannes,,,,,
tt27958252,Caught by the Tides,2024,Cannes,,,,,
tt32086077,All We Imagine as Light,2024,Cannes,,,,,
tt22408160,Kinds of Kindness,2024,Cannes,,,,,
tt27490099,Beating Hearts,2024,Cannes,,,,,
tt28319139,Wild Diamond,2024,Cannes,,,,,
tt29994753,"Oh, Canada",2024,Cannes,,,,,
tt2963262,Limonov: The Ballad of Eddie,2024,Cannes,,,,,
tt23853982,Parthenope,2024,Cannes,,,,,
tt10236164,The Girl with the Needle,2024,Cannes,,,,,
tt10462154,The Most Precious of Cargoes,2024,Cannes,,,,,
tt32178949,The Seed of the Sacred Fig,2024,Cannes,,,,,
tt32186523,Three Kilometres to the End of the World,2024,Cannes,,,,,
tt32205780,Mau por um momento,2024,Cannes,,,,,
tt26745321,Armand,2024,Cannes,,,,,
tt32086032,The Kingdom,2024,Cannes,,,,,
tt27198573,Dog on Trial,2024,Cannes,,,,,
tt32046117,The Village Next to Paradise,2024,Cannes,,,,,
tt29315015,September Says,2024,Cannes,,,,,
tt32119317,Block Pass,2024,Cannes,,,,,
tt32119297,Blue Sun Palace,2024,Cannes,,,,,
tt27804164,Julie Keeps Quiet,2024,Cannes,,,,,
tt32058418,Locust,2024,Cannes,,,,,
tt32119337,Simon of the Mountain,2024,Cannes,,,,,
tt30135174,Ghost Trail,2024,Cannes,,,,,
tt28349668,Queens of Drama,2024,Cannes,,,,,
tt28633405,Gazer,2024,Cannes,,,,,
tt30319516,Good One,2024,Cannes,,,,,
tt11101808,Mongrel,2024,Cannes,,,,,
tt28332337,Eephus,2024,Cannes,,,,,
tt32086034,Holy Cow,2024,Cannes,,,,,
tt9376490,Norah,2024,Cannes,,,,,
tt26656556,Niki,2024,Cannes,,,,,
tt32060445,Sister Midnight,2024,Cannes,,,,,
tt28493138,Sunflowers Were the First Ones to Know...,2024,Cannes,,,,,
tt28520484,To haos pou afise piso tis,2024,Cannes,,,,,
tt32205836,Out the Window Through the Wall,2024,Cannes,,,,,
tt31548153,Bunnyhood,2024,Cannes,,,,,
tt32205793,Banished Love,2024,Cannes,,,,,
tt32195911,Praeis,2024,Cannes,,,,,
tt32205784,Crow Man,2024,Cannes,,,,,
tt32205822,The Deer's Tooth,2024,Cannes,,,,,
tt32205809,Echoes,2024,Cannes,,,,,
tt32196842,Elevación,2024,Cannes,,,,,
tt32205828,Forest of Echos,2024,Cannes,,,,,
tt32205816,In spirito,2024,Cannes,,,,,
tt32205848,It's Not Time for Pop,2024,Cannes,,,,,
tt32205813,Terminal,2024,Cannes,,,,,
tt32205843,Three,2024,Cannes,,,,,
tt32205812,Mauvais coton,2024,Cannes,,,,,
tt32205823,Plevel,2024,Cannes,,,,,
tt32205833,Withered Blossoms,2024,Cannes,,,,,
tt28131427,Black Dog,2024,Cannes,,,,,
tt15437986,The Shameless,2024,Cannes,,,,,
tt32086046,Souleymane's Story,2024,Cannes,,,,,
tt29296048,The Damned,2024,Cannes,,,,,
tt32083311,On Becoming a Guinea Fowl,2024,Cannes,,,,,
tt22694908,My Sunshine,2024,Cannes,,,,,
tt30444418,Santosh,2024,Cannes,,,,,
tt32086052,Viet and Nam,2024,Cannes,,,,,
tt4772188,Flow,2024,Cannes,,,,,
tt27476906,When the Light Breaks,2024,Cannes,,,,,
tt32146361,Absent,2024,Cannes,,,,,
tt32128317,The Other Way Around,2024,Cannes,,,,,
tt20519854,The Man Who Could Not Remain Silent,2024,Cannes,,,,,
tt32205749,Across the Waters,2024,Cannes,,,,,
tt32205725,Les belles cicatrices,2024,Cannes,,,,,
tt32205710,Ootidé,2024,Cannes,,,,,
tt32205738,Rrugës,2024,Cannes,,,,,
tt32205767,Perfectly a Strangeness,2024,Cannes,,,,,
tt32205717,Sanki Yoxsan,2024,Cannes,,,,,
tt21070926,Tea,2024,Cannes,,,,,
tt32205704,Volcelest,2024,Cannes,,,,,
tt32205774,Amarela,2024,Cannes,,,,,
tt27721737,The Balconettes,2024,Cannes,,,,,
tt32085997,Misericordia,2024,Cannes,,,,,
tt30426575,"To Live, to Die, to Live Again",2024,Cannes,,,,,
tt32119268,Baby,2024,Cannes,,,,,
tt27907969,Across the Sea,2024,Cannes,,,,,
tt32128915,Eat the Night,2024,Cannes,,,,,
tt25030744,Most People Die on Sundays,2024,Cannes,,,,,
tt31551124,The Belle from Gaza,2024,Cannes,,,,,
tt32146402,Southern Brides,2024,Cannes,,,,,
tt32146277,My Senses Are All I Have to Offer,2024,Cannes,,,,,
tt32144480,Sauna Day,2024,Cannes,,,,,
tt32129489,Immaculata,2024,Cannes,,,,,
tt27760132,Ernest Cole: Lost and Found,2024,Cannes,,,,,
tt20517306,The Brink of Dreams,2024,Cannes,,,,,
tt32085975,Elementary,2024,Cannes,,,,,
tt32186444,Lula,2024,Cannes,,,,,
tt31437303,Nasty,2024,Cannes,,,,,
tt32128962,The Falling Sky,2024,Cannes,,,,,
tt8510508,Elizabeth Taylor: The Lost Tapes,2024,Cannes,,,,,
tt19308034,Jim Henson: Idea Man,2024,Cannes,,,,,
tt32220426,"Jacques Rozier, d'une vague à l'autre",2024,Cannes,,,,,
tt32220439,Il était une fois Michel Legrand,2024,Cannes,,,,,
tt32220413,Walking in the Movies,2024,Cannes,,,,,
tt32220386,Faye,2024,Cannes,,,,,
tt32186579,An Unfinished Film,2024,Cannes,,,,,
tt30416258,Filmlovers!,2024,Cannes,,,,,
tt32128938,Savanna and the Mountain,2024,Cannes,,,,,
tt32220428,"François Truffaut, le scénario de ma vie",2024,Cannes,,,,,
tt32220367,"Jacques Demy, le rose et le noir",2024,Cannes,,,,,
tt32357083,Olympiques! La France des Jeux,2024,Cannes,,,,,
tt32096614,The Invasion,2024,Cannes,,,,,
tt32408421,Hayao Miyazaki and the Heron,2024,Cannes,,,,,
tt30797042,This Life of Mine,2024,Cannes,,,,,
tt30431204,When the Land Runs Away,2024,Cannes,,,,,
tt32129630,The Moving Garden,2024,Cannes,,,,,
tt32128968,The Hyperboreans,2024,Cannes,,,,,
tt28036831,Ghost Cat Anzu,2024,Cannes,,,,,
tt27907999,East of Noon,2024,Cannes,,,,,
tt32128870,Desert of Namibia,2024,Cannes,,,,,
tt32128666,In His Own Image,2024,Cannes,,,,,
tt22023622,To a Land Unknown,2024,Cannes,,,,,
tt30851085,Visiting Hours,2024,Cannes,,,,,
tt25052668,Christmas Eve in Miller's Point,2024,Cannes,,,,,
tt30824664,Plastic Guns,2024,Cannes,,,,,
tt31691389,Universal Language,2024,Cannes,,,,,
tt32146350,Montsouris Park,2024,Cannes,,,,,
tt32144500,Alazar,2024,Cannes,,,,,
tt32146395,Dancing in the Corner,2024,Cannes,,,,,
tt32146261,A Menina e o Pote,2024,Cannes,,,,,
tt32146375,Radikals,2024,Cannes,,,,,
tt32146344,She Stays,2024,Cannes,,,,,
tt28944835,Colored,2024,Cannes,,,,,
tt32205506,En amour,2024,Cannes,,,,,
tt28506298,Human Violins - Prelude,2024,Cannes,,,,,
tt21391146,Maya: Birth of a Superhero,2024,Cannes,,,,,
tt31105714,The Roaming,2024,Cannes,,,,,
tt32201322,Telos I,2024,Cannes,,,,,
tt30192616,Traversing the Mist,2024,Cannes,,,,,
tt32459280,A Girl Unknown,2024,Cannes,,,,,
tt36491653,It Was Just an Accident,2025,Cannes,,,,,
tt29002950,Resurrection,2025,Cannes,,,,,
tt31176520,Eddington,2025,Cannes,,,,,
tt27714581,Sentimental Value,2025,Cannes,,,,,
tt30840798,The Phoenician Scheme,2025,Cannes,,,,,
tt32909489,Young Mothers,2025,Cannes,,,,,
tt32275943,Alpha,2025,Cannes,,,,,
tt30220107,Renoir,2025,Cannes,,,,,
tt15799524,The History of Sound,2025,Cannes,,,,,
tt28326501,The Little Sister,2025,Cannes,,,,,
tt32298285,Sirāt,2025,Cannes,,,,,
tt31688586,Nouvelle Vague,2025,Cannes,,,,,
tt35521200,Two Prosecutors,2025,Cannes,,,,,
tt34768402,Fuori,2025,Cannes,,,,,
tt27847051,The Secret Agent,2025,Cannes,,,,,
tt34794183,Case 137,2025,Cannes,,,,,
tt33455099,The Mastermind,2025,Cannes,,,,,
tt30781967,Eagles of the Republic,2025,Cannes,,,,,
tt28690468,Sound of Falling,2025,Cannes,,,,,
tt32538648,Romería,2025,Cannes,,,,,
tt9362736,Die My Love,2025,Cannes,,,,,
tt36631507,Woman and Child,2025,Cannes,,,,,
tt36724188,Ali,2025,Cannes,,,,,
tt36580119,The President's Cake,2025,Cannes,,,,,
tt8667404,The Chronology of Water,2025,Cannes,,,,,
tt35453969,Leave One Day,2025,Cannes,,,,,
tt35695538,My Father's Shadow,2025,Cannes,,,,,
tt30268321,Eleanor the Great,2025,Cannes,,,,,
tt35715953,Urchin,2025,Cannes,,,,,
tt27907966,Aisha Can't Fly Away,2025,Cannes,,,,,
tt29271671,Caravan,2025,Cannes,,,,,
tt22237964,The Mysterious Gaze of the Flamingo,2025,Cannes,,,,,
tt32792934,The Plague,2025,Cannes,,,,,
tt32321317,Pillion,2025,Cannes,,,,,
tt29313285,Little Amélie or the Character of Rain,2025,Cannes,,,,,
tt33322174,The Wonderers,2025,Cannes,,,,,
tt36643684,Mama,2025,Cannes,,,,,
tt14883538,Arco,2025,Cannes,,,,,
tt22530226,A Useful Ghost,2025,Cannes,,,,,
tt32472708,Sleepless City,2025,Cannes,,,,,
tt36543850,Reedland,2025,Cannes,,,,,
tt35519445,Nino,2025,Cannes,,,,,
tt34762801,Love Letters,2025,Cannes,,,,,
tt31287262,The Girl in the Snow,2025,Cannes,,,,,
tt34000545,Lucky Lu,2025,Cannes,,,,,
tt36164712,The Girls We Want,2025,Cannes,,,,,
tt36579933,Brand New Landscape,2025,Cannes,,,,,
tt33368478,Girl on Edge,2025,Cannes,,,,,
tt32284798,Dandelion's Odyssey,2025,Cannes,,,,,
tt32843349,"Sorry, Baby",2025,Cannes,,,,,
tt36464353,My Mom Jayne,2025,Cannes,,,,,
tt33362861,Wild Foxes,2025,Cannes,,,,,
tt36724208,First Summer,2025,Cannes,,,,,
tt36671448,Sheng Qi Shou,2025,Cannes,,,,,
tt36724215,Jinjâbôi,2025,Cannes,,,,,
tt36724209,Winter in March,2025,Cannes,,,,,
tt35533392,A doll made up of clay,2025,Cannes,,,,,
tt32395618,Måske i marts,2025,Cannes,,,,,
tt36118499,Ether,2025,Cannes,,,,,
tt36724210,My Grandmother Is a Skydiver,2025,Cannes,,,,,
tt32748608,Three,2025,Cannes,,,,,
tt36671959,Talk Me,2025,Cannes,,,,,
tt36985366,Le continent somnambule,2025,Cannes,,,,,
tt36724212,Milk and Cookies,2025,Cannes,,,,,
tt36724206,Bimo,2025,Cannes,,,,,
tt36724203,The Lightning Rod,2025,Cannes,,,,,
tt33772384,Meteors,2025,Cannes,,,,,
tt32398150,The Great Arch,2025,Cannes,,,,,
tt26733325,Homebound,2025,Cannes,,,,,
tt33253688,A Pale View of Hills,2025,Cannes,,,,,
tt34734841,Once Upon a Time in Gaza,2025,Cannes,,,,,
tt33311007,Promised Sky,2025,Cannes,,,,,
tt36491632,The Last One for the Road,2025,Cannes,,,,,
tt32448429,Heads or Tails?,2025,Cannes,,,,,
tt35354686,Love Me Tender,2025,Cannes,,,,,
tt36544524,A Poet,2025,Cannes,,,,,
tt36642485,I Only Rest in the Storm,2025,Cannes,,,,,
tt36996334,Erogenesis,2025,Cannes,,,,,
tt36582058,Bread Will Walk,2025,Cannes,,,,,
tt36724190,I'm Glad You're Dead Now,2025,Cannes,,,,,
tt36671467,Nü hái,2025,Cannes,,,,,
tt36693324,Arguments in Favor of Love,2025,Cannes,,,,,
tt36693344,The Loneliness of Lizards,2025,Cannes,,,,,
tt36684296,The Spectacle,2025,Cannes,,,,,
tt36678607,Vultures,2025,Cannes,,,,,
tt36724191,Agapito,2025,Cannes,,,,,
tt36724195,Hypersensitive,2025,Cannes,,,,,
tt36724193,Fille de l'eau,2025,Cannes,,,,,
tt36724196,Dammen,2025,Cannes,,,,,
